	A_tot	Perf_tot	Perf_area
424	7.793252842064771e-06	7	2.62053222546228e-06
425	6.736112990527016e-06	9	2.2533465442503422e-06
426	7.17739974725192e-06	7	2.200107947031054e-06
427	6.337343686159875e-06	9	1.9264077162127843e-06
428	8.144965488789261e-06	11	3.339097134993007e-06
429	9.690543933986642e-06	10	4.457919602494968e-06
430	7.567565043901332e-06	10	2.6191005171498115e-06
431	7.4434618551668614e-06	9	2.9228292649308575e-06
432	8.571038538835044e-06	9	3.948269197940185e-06
433	1.1892930841288527e-05	11	6.6873620073331335e-06
434	6.701112859391871e-06	8	1.7028975573297827e-06
435	6.8227523736080325e-06	8	2.2527276972915043e-06
436	8.483287984194268e-06	9	2.8287311221691844e-06
437	1.1276526941806334e-05	15	6.6955617167556215e-06
438	6.520363677286867e-06	8	1.6876257977839718e-06
439	7.5914071981251296e-06	9	3.130975494363737e-06
440	6.78674482086408e-06	9	1.9114993369314376e-06
441	9.836355372030323e-06	11	5.143015325180181e-06
442	6.833776946833955e-06	6	1.491016868729995e-06
443	8.514694644595537e-06	9	4.061295083297531e-06
444	7.681212724618328e-06	9	2.2159997561329003e-06
445	5.6780623743257155e-06	6	1.589657489364561e-06
446	8.938483255459007e-06	12	4.256441800231092e-06
447	9.577917986182414e-06	13	4.721566346381069e-06
448	6.985132794052837e-06	10	2.301817894266282e-06
449	5.991732421837764e-06	8	2.094399786457316e-06
450	6.274383276504836e-06	4	1.1827555813352445e-06
451	1.0606109275789289e-05	17	6.460640601270356e-06
452	6.2381654328998165e-06	6	1.2807034901444484e-06
453	8.111742213678656e-06	13	3.5466907000962628e-06
454	8.7175455185023e-06	12	4.047831972722662e-06
455	7.892432809707326e-06	12	3.358344850831585e-06
456	8.767782642213127e-06	12	4.438909442552732e-06
457	6.668006606842077e-06	8	2.256338512674099e-06
458	6.021595136870238e-06	7	1.4078027138657798e-06
459	8.761412405559334e-06	10	3.653305252311285e-06
460	7.883230972025708e-06	8	2.509507731404789e-06
461	6.778914030697834e-06	4	1.1982583245816006e-06
462	6.325716726689718e-06	8	1.7837056438499116e-06
463	1.5027135644776017e-05	12	1.060430874682384e-05
464	1.4189780870547811e-05	10	8.82825123095383e-06
465	6.841620586007133e-06	8	1.8689975172031371e-06
466	7.238833563073151e-06	8	2.519424686664764e-06
467	7.752706577954862e-06	10	3.4992698310083395e-06
468	6.97110793701731e-06	7	1.6727379018619238e-06
469	6.187502899944348e-06	7	1.4155193600712289e-06
470	1.2168728863031734e-05	7	6.957466363215518e-06
471	7.045280599778691e-06	6	2.326109380847194e-06
472	2.2291532291959466e-05	9	1.6636412613499067e-05
473	7.4155735146108235e-06	10	2.725051911320506e-06
474	7.489466031829857e-06	7	2.011823633913886e-06
475	6.949534211462954e-06	5	1.800964970110285e-06
